build frame, eskf_obs, fov segment, laser convert, laser ds, map update, optimize, poseEstimate, predict, processMeasurement, pub cloud, state init, 
3.3903,0.020253,1.36111,1.39858,3.93291,0.919654,10.8471,23.0849,0.044211,25.7455,0.072576,0.000544,
3.29805,0.019611,1.41806,1.17269,3.53883,0.896887,11.7285,13.1652,0.041155,18.4566,0.07266,0.000359,
3.42138,0.022798,1.4487,1.984,6.32347,1.00652,10.4543,14.1886,0.04333,17.9753,0.075357,0.000476,
3.24852,0.018764,1.66636,1.25195,3.83242,0.895123,11.767,13.0213,0.051912,19.4857,0.075666,0.000398,
3.39963,0.022699,1.62354,1.26624,4.0535,1.06997,10.7371,14.465,0.052728,17.5636,0.079937,0.00049,
3.27126,0.02402,1.62562,1.35451,3.64589,0.929713,11.7879,13.297,0.04136,18.7864,0.092548,0.000376,
3.41057,0.021713,1.70498,1.27321,3.97281,1.05339,11.0869,14.5507,0.043146,17.4962,0.088166,0.000364,
3.23846,0.023276,1.60841,1.2158,3.68479,0.910298,15.5001,13.6085,0.041904,18.148,0.098304,0.000433,
3.57822,0.027533,2.09217,1.3235,3.72071,1.48154,20.1432,19.077,0.044337,17.5303,0.093978,0.000545,
3.35216,0.017253,1.29086,1.16968,3.52819,0.988749,11.7751,22.4257,0.041913,18.6361,0.07306,0.000305,
3.77641,0.020612,1.73911,1.20756,3.93471,1.16333,11.2185,14.6832,0.042958,25.8013,0.082263,0.000358,
3.40381,0.022303,1.83358,1.05124,3.33334,1.13848,14.1834,14.1953,0.041803,26.9076,0.094849,0.000477,
3.62211,0.028256,2.23663,1.16464,3.366,1.60607,11.1018,18.0302,0.041991,16.8427,0.088808,0.0004,
3.41059,0.023742,1.7376,1.22027,3.40983,1.06716,13.6295,13.9106,0.042175,18.0326,0.080327,0.000396,
3.382,0.034948,2.58075,1.155,3.62656,1.51058,11.4947,17.725,0.042096,16.6416,0.130523,0.000417,
3.90057,0.022189,1.57289,1.4084,3.38636,1.0812,12.3749,14.1526,0.074432,18.2879,0.077517,0.000439,
3.4178,0.022166,1.68401,1.30759,3.76438,1.10138,11.7308,15.1638,0.042114,16.9575,0.085673,0.000297,
3.48684,0.019863,1.68143,1.39815,3.3874,0.991414,15.4868,14.408,0.050037,18.3859,0.084913,0.000518,
4.17112,0.026876,2.08686,1.22344,3.86751,1.4384,23.367,19.0154,0.041253,17.2281,0.109869,0.000308,
4.30526,0.016394,1.25379,1.29095,3.57471,0.833633,15.6101,25.4578,0.068303,23.0868,0.070732,0.00037,
3.70353,0.026754,2.1098,1.13234,3.47871,1.43656,11.1403,19.1599,0.043394,26.1425,0.086604,0.000438,
3.41428,0.021575,1.68782,1.23971,3.52299,0.981364,11.8662,13.8156,0.074011,18.9079,0.092057,0.00044,
3.72365,0.020966,1.76445,1.26488,4.07511,1.10593,11.0898,14.741,0.044666,17.9858,0.091051,0.000506,
3.48931,0.019027,1.57832,1.22483,3.83564,1.01362,11.7198,13.6861,0.043074,22.0211,0.077788,0.000516,
3.61752,0.017635,1.90801,1.15905,3.52175,1.10908,11.0786,14.7425,0.044241,17.7181,0.094931,0.000429,
3.39957,0.023129,1.52961,1.15247,3.86996,0.938858,27.2895,13.5501,0.04198,21.5365,0.089684,0.000464,
3.62319,0.027244,2.06225,1.16415,3.63853,1.30191,10.8812,30.6568,0.044642,18.5697,0.090352,0.000484,
3.57113,0.021121,1.58215,1.17189,3.80139,0.970617,21.5548,13.4394,0.072757,18.9478,0.080647,0.000334,
3.63518,0.0176,1.36996,1.17566,4.33624,0.980572,10.6746,23.9091,0.046046,18.2791,0.07516,0.000499,
3.37323,0.01975,1.514,1.26259,3.89092,0.973959,12.2419,13.1669,0.04775,23.5829,0.076718,0.000264,
3.51809,0.022028,1.70403,1.14249,3.53805,1.07833,11.4171,15.0275,0.046158,30.2605,0.08013,0.000443,
3.41826,0.023381,1.57771,1.07255,3.51004,1.00003,12.0487,13.9978,0.042044,23.4295,0.090859,0.000457,
3.46727,0.023028,1.39584,1.08728,3.41817,1.12379,20.0141,14.5718,0.042129,17.7922,0.077181,0.000362,
3.41863,0.01717,1.34449,1.12868,3.81596,1.02679,11.8176,22.3877,0.042705,18.9537,0.075216,0.000621,
3.59514,0.021966,1.57395,1.24061,3.9497,1.32077,11.3018,14.7173,0.043867,17.5724,0.081006,0.000501,
3.48931,0.019223,1.49717,1.14946,3.76127,1.04698,15.0792,13.8508,0.042546,18.8426,0.089563,0.000446,
3.64874,0.028298,2.16994,1.18152,4.188,1.55638,20.0452,18.8091,0.04265,17.3305,0.087198,0.00044,
3.31416,0.01767,1.34106,1.08285,3.53355,0.990399,26.6907,22.3802,0.041379,34.718,0.081423,0.000377,
3.35021,0.027759,1.96965,1.08163,3.36967,1.29873,12.9085,29.9623,0.040586,17.5412,0.093609,0.000243,
4.22479,0.01819,1.66566,1.28085,3.75468,0.984956,13.0871,15.562,0.070151,27.9534,0.076105,0.000926,
3.41946,0.023122,1.52464,1.10586,3.56853,1.0736,11.8202,15.6907,0.042781,16.9727,0.097103,0.000316,
3.53128,0.022103,1.52209,1.36156,3.76195,1.03066,14.663,14.3759,0.041661,19.0028,0.092984,0.000445,
3.68009,0.029603,2.23462,1.18006,6.4991,1.45627,20.2279,18.3576,0.041892,17.8223,0.091781,0.000366,
3.87705,0.017737,1.30002,1.23582,5.85643,0.937106,15.9125,22.4677,0.074253,18.4161,0.070211,0.000494,
3.80482,0.032643,2.58896,1.60817,6.63482,1.52562,11.5189,20.032,0.045765,26.1933,0.099229,0.00039,
3.57668,0.024593,1.51915,1.81713,5.84665,1.04873,21.4067,14.0918,0.043364,18.7888,0.084325,0.000386,
3.66463,0.017615,1.37316,1.93492,5.98756,0.905239,19.4989,23.6892,0.046902,17.7571,0.075533,0.000474,
3.49952,0.01731,1.31555,1.75048,5.64569,0.8768,15.9673,21.6941,0.045114,22.8776,0.075513,0.000306,
3.76161,0.02673,2.04528,1.6994,6.39929,1.34115,11.3656,19.3581,0.047327,26.0943,0.086915,0.000549,
3.47818,0.019026,1.48763,1.47792,5.63938,0.958399,12.2703,13.8159,0.041668,33.6983,0.07714,0.000496,
3.6999,0.018747,1.5953,1.50384,5.55927,1.00074,20.4465,14.8702,0.046538,20.3053,0.072121,0.000563,
3.59918,0.019365,1.39651,1.49518,6.58437,0.940832,15.626,22.7877,0.04231,19.4943,0.072535,0.000373,
3.62414,0.030519,2.21452,1.54634,6.42215,1.46014,20.8118,19.3049,0.041758,18.2821,0.0887,0.000253,
3.46898,0.018792,1.40514,1.5774,6.11882,0.963602,21.4062,23.185,0.04202,22.4178,0.072793,0.000373,
3.58596,0.019448,1.44968,1.5858,6.411,0.984394,11.1573,23.8442,0.041406,26.9099,0.072615,0.000269,
3.39552,0.022967,1.47471,1.6082,5.6646,0.910377,15.7123,13.5467,0.040644,24.3411,0.083522,0.000248,
3.63034,0.027601,2.15751,1.09133,3.50872,1.53541,11.6961,19.4093,0.043018,18.0719,0.097438,0.00048,
3.47031,0.026508,1.65855,1.21638,3.74586,1.03697,21.5484,14.3969,0.042194,27.8287,0.094394,0.000324,
3.64524,0.017901,1.42047,1.12933,3.61872,0.928485,10.9274,23.9004,0.042687,25.5764,0.074816,0.000589,
3.49505,0.023152,1.75804,1.09828,3.44869,1.04211,22.3683,13.7316,0.04401,23.6691,0.080974,0.000245,
3.35835,0.017417,1.42761,1.13477,3.42129,0.969804,11.1757,24.7701,0.04323,17.6746,0.072967,0.000529,
3.43872,0.025577,1.66742,1.12467,3.70788,0.998801,52.7126,13.8454,0.041281,18.9901,0.086434,0.000377,
3.62418,0.018499,1.3767,1.05444,3.92856,0.923045,23.3628,55.0163,0.041902,26.7698,0.071246,0.00039,
3.35213,0.026785,2.21289,1.08279,3.37513,1.38421,14.3727,26.9635,0.039457,23.3912,0.090718,0.000258,
4.24214,0.017,1.40306,1.08237,3.41555,0.947462,11.4883,16.7271,0.069616,27.021,0.07248,0.000342,
3.5562,0.01576,1.27342,1.06633,3.48975,0.817773,12.5386,13.582,0.039491,27.8615,0.069856,0.000247,
3.79712,0.021081,1.72975,1.16077,3.57319,1.06465,11.2965,15.3392,0.04504,17.3252,0.080068,0.000239,
3.41525,0.024156,1.62012,1.09886,3.74368,1.03646,15.78,13.9566,0.046304,23.4978,0.07738,0.000447,
3.67671,0.026682,2.1029,1.13576,3.57266,1.31013,11.2759,19.1961,0.044906,18.2762,0.08564,0.000476,
3.49281,0.018655,1.48194,1.19371,3.97643,0.980585,12.1941,13.7422,0.042478,27.9629,0.080711,0.000367,
3.75332,0.01944,1.5467,1.35768,3.61812,1.06005,11.5531,14.8041,0.043789,17.5762,0.078844,0.000479,
3.42535,0.019533,1.45364,1.31895,4.02556,0.914529,51.6337,13.9257,0.041585,28.4952,0.076576,0.000437,
3.57462,0.019424,1.42393,2.12806,3.68353,0.83561,12.55,53.8973,0.056767,17.6602,0.08414,0.000781,
3.44213,0.025914,2.05983,1.21295,3.9543,1.31625,16.833,15.9301,0.039834,59.0264,0.089159,0.000266,
4.39927,0.01815,1.43845,1.25928,3.6814,0.929125,11.2702,19.2054,0.071728,30.6828,0.073355,0.001271,
3.60698,0.017988,1.56642,1.18778,3.80233,0.925402,15.7005,13.7662,0.0391,21.4842,0.078215,0.000324,
3.53066,0.02822,2.27192,1.1498,3.59483,1.2815,59.3847,19.2588,0.046246,17.4975,0.093211,0.00041,
3.39194,0.027087,2.10086,1.10217,4.03018,1.17783,10.8233,62.6688,0.042588,19.5299,0.091194,0.000475,
3.49812,0.019549,1.71559,1.17102,4.71957,0.937674,19.7826,13.4802,0.071856,17.7625,0.090265,0.000381,
3.52576,0.018213,1.29297,1.24448,3.92815,0.905842,51.7098,21.9841,0.041625,23.3436,0.076893,0.000287,
3.94319,0.018377,1.45853,1.1353,3.58801,0.912099,11.8978,54.084,0.040628,17.65,0.077187,0.000347,
3.50843,0.022615,1.59649,1.17748,4.12198,0.998078,18.4883,14.4963,0.047402,19.0442,0.090724,0.000271,
3.62224,0.025271,1.56744,1.07395,3.99154,0.852222,10.7968,20.9111,0.040271,17.7425,0.085944,0.000308,
3.64543,0.02428,2.12907,1.07273,3.6,0.798456,52.1866,13.7281,0.043831,57.9565,0.115158,0.000591,
3.53745,0.019183,1.39572,1.18396,3.52571,0.870241,10.7671,54.4556,0.041899,19.7594,0.084111,0.000184,
3.37257,0.02111,1.67561,1.09367,3.48232,0.923564,20.6865,13.3698,0.040052,24.1269,0.079233,0.000298,
3.88148,0.015901,1.34261,1.13085,3.43539,0.839909,52.016,22.8724,0.041466,17.7268,0.080668,0.000309,
3.332,0.016733,1.3821,1.10118,3.40849,0.835819,53.8533,54.2368,0.040932,23.2367,0.079925,0.000656,
3.2984,0.022769,1.48857,1.04575,3.34287,1.01835,10.5937,56.3645,0.039413,66.4402,0.078574,0.000312,
3.30987,0.020503,1.4712,1.11374,3.39493,0.885493,11.2271,12.955,0.04288,17.4807,0.076418,0.00034,
3.30815,0.017882,1.37659,1.08388,3.46799,0.978889,50.819,13.5859,0.041072,26.2171,0.071237,0.000339,
3.33983,0.02164,1.45276,1.17522,4.02476,0.775478,20.2218,53.0513,0.040589,58.4029,0.079902,0.0008,
3.1794,0.020278,1.73267,1.39204,3.59998,1.05001,51.2709,23.0085,0.040241,18.4598,0.076331,0.000394,
3.37141,0.022649,1.96794,1.16563,3.57728,1.09671,11.9817,54.3397,0.039986,25.1676,0.078378,0.000275,
3.2998,0.017813,1.59626,1.21192,3.86547,0.897712,51.7071,14.4793,0.047342,17.9873,0.078336,0.000343,
3.36857,0.017675,1.39832,1.53816,3.74969,0.836262,11.269,53.9455,0.041352,58.4541,0.072091,0.000468,
3.34751,0.016946,1.58405,1.34642,3.51976,0.891454,52.324,13.7487,0.03984,17.0964,0.077623,0.000264,
3.16199,0.020803,1.71477,1.21413,3.51836,0.901537,52.2351,54.9432,0.04117,27.1572,0.084795,0.000329,
3.32912,0.019452,1.53331,1.39489,3.62241,0.798548,50.0818,54.5713,0.043268,57.9416,0.07746,0.000233,
3.46331,0.016041,1.27468,1.15826,3.3779,0.725889,53.5341,52.0852,0.04403,60.0112,0.071073,0.000401,
3.43345,0.022173,2.44698,1.21258,3.49828,0.756111,11.7781,56.741,0.039835,16.6348,0.078403,0.00031,
3.36292,0.021964,1.59948,1.07925,3.41572,0.975922,50.659,14.3593,0.0404,17.4524,0.078593,0.000261,
3.49366,0.017947,1.45631,1.3102,4.20524,0.872492,20.1067,52.9918,0.041506,56.7435,0.075338,0.000366,
3.213,0.017702,1.27311,1.71673,5.77176,0.751442,52.7561,22.1344,0.044112,26.5633,0.07555,0.000346,
3.28283,0.017406,1.56141,1.79961,5.86687,0.83054,51.1418,55.1518,0.040895,58.3253,0.074305,0.000235,
3.22521,0.02214,1.63649,1.54796,3.39564,0.88826,52.2947,53.6701,0.039222,18.2945,0.093093,0.000328,
3.39873,0.020843,1.66975,1.71517,5.89956,0.927462,11.7408,54.8974,0.040036,57.9365,0.077503,0.000293,
3.47342,0.016538,1.33593,1.39513,3.4158,0.77984,20.431,13.8597,0.039743,17.6269,0.074408,0.000272,
3.26201,0.016424,1.4204,1.37824,3.50408,0.862567,21.5947,22.7165,0.038769,58.4706,0.073337,0.000266,
3.0777,0.021906,1.87268,1.35931,3.39886,0.870052,50.6336,24.3414,0.041289,58.577,0.082096,0.00025,
3.14353,0.019614,1.55991,1.12045,3.59997,0.858222,11.534,53.0553,0.040101,55.9779,0.077118,0.000299,
3.36187,0.01768,1.38345,1.08192,3.44246,0.770516,54.8466,13.692,0.040552,60.6655,0.085707,0.000943,
3.22056,0.017854,1.51776,1.16591,3.52163,0.791857,52.4818,57.1614,0.039018,18.3875,0.07194,0.000258,
3.22576,0.02064,1.4733,1.36343,3.99562,0.765258,51.5164,54.7228,0.04038,57.0918,0.095119,0.001056,
3.22178,0.025057,1.63053,1.456,3.73221,0.787728,51.6944,53.938,0.039967,25.7445,0.099741,0.00031,
3.33602,0.017187,1.31159,1.3112,3.48745,0.721678,11.8147,53.7308,0.042458,58.9123,0.083479,0.000347,
3.21547,0.019583,1.40514,1.89564,3.68901,0.972803,49.9823,14.1959,0.042657,57.4323,0.075388,0.000308,
3.3165,0.016404,1.38102,1.76309,5.84649,0.742111,51.1419,52.1085,0.040509,58.9022,0.074615,0.000346,
3.25322,0.016704,1.31611,2.12868,6.03866,0.689223,52.4075,53.1501,0.03949,17.9316,0.073727,0.000288,
3.00695,0.019514,1.38135,1.75833,5.60116,0.744262,54.1266,54.5363,0.039875,26.4745,0.0754,0.000799,
3.05386,0.020237,1.60452,1.88201,5.78669,0.771981,63.293,56.5071,0.039792,27.774,0.079972,0.000257,
3.13089,0.023062,1.65223,1.54324,5.50823,0.741925,52.4848,65.6906,0.039778,56.778,0.081592,0.000246,
3.11613,0.020377,1.41185,1.87678,5.57146,0.705271,11.2651,54.6053,0.040524,17.6253,0.084983,0.000297,
3.16496,0.016087,1.29818,1.60096,5.66775,0.69772,52.4166,13.2632,0.039805,60.8914,0.085332,0.000275,
3.48959,0.021393,1.47852,1.6429,6.43301,0.750029,11.153,54.648,0.039452,58.5242,0.074346,0.000254,
3.05836,0.023744,2.48727,1.6344,5.53144,0.861065,11.6527,14.5053,0.039535,57.7366,0.085638,0.0008,
3.11195,0.018382,1.37393,1.59662,6.00952,0.733501,52.7449,13.7632,0.047564,58.0618,0.077307,0.001008,
3.21384,0.01932,1.42747,1.16352,3.42877,0.746218,50.5163,54.9216,0.039466,17.9419,0.077746,0.000246,
3.04863,0.018906,1.38713,1.20643,3.54969,0.725155,50.9406,52.6328,0.039451,56.0355,0.083483,0.000257,
3.22434,0.019757,1.74371,1.11955,3.38627,0.785101,15.5241,53.4746,0.040245,56.8869,0.082489,0.00027,
3.84506,0.027208,2.21687,1.25006,3.36638,1.10487,54.7018,18.8508,0.042149,58.0127,0.097697,0.000261,
3.93181,0.025554,1.71829,1.17188,3.28733,0.813137,54.9378,57.2369,0.069915,60.0873,0.084472,0.000342,
3.31064,0.029157,2.26991,1.0936,3.23121,1.07895,53.4982,58.2901,0.040637,69.4657,0.11838,0.000384,
4.19566,0.01792,1.58982,1.07404,3.24715,0.743941,12.7413,55.8372,0.074672,58.3349,0.079836,0.000308,
3.93396,0.01791,1.50539,1.20505,3.32068,0.840655,54.8846,15.0914,0.046996,17.0237,0.10237,0.000281,
3.11901,0.0229,1.49985,1.0697,3.23682,0.778975,11.1432,57.1664,0.04222,58.6199,0.076026,0.00026,
3.03945,0.019317,1.44786,1.12693,3.26712,0.693596,62.7798,13.2876,0.040689,18.0717,0.079437,0.000282,
3.20244,0.027877,2.1653,1.08227,3.24596,1.0728,19.6138,66.0215,0.039114,17.516,0.086548,0.00029,
3.37918,0.019436,1.53228,1.14512,4.21203,0.715093,61.8496,21.8657,0.070548,58.6507,0.084901,0.000793,
3.3829,0.020078,1.98655,1.18627,5.83187,0.821892,50.9396,64.6621,0.041268,56.1698,0.092656,0.00027,
3.32513,0.022079,1.90731,1.4109,3.48674,0.699218,52.6041,53.5495,0.040309,57.3295,0.090929,0.000311,
3.44432,0.028704,2.50119,1.54562,5.18972,0.780351,61.8832,55.8904,0.044257,23.3198,0.093447,0.000653,
3.92083,0.019467,1.56054,1.96552,5.86238,0.831721,52.5409,64.2823,0.070479,61.8692,0.080316,0.000283,
3.2032,0.026258,2.38744,1.59121,5.07052,1.14058,12.9769,56.0739,0.043485,62.3051,0.094973,0.000275,
4.04063,0.017822,1.4504,1.8346,5.50664,0.789769,56.3196,15.2217,0.066087,60.7234,0.080718,0.000302,
3.30623,0.017881,1.51264,1.49194,6.00274,0.863479,54.3922,58.6986,0.03944,19.6095,0.077772,0.000229,
3.25905,0.018746,1.41901,1.64817,5.34133,0.731153,54.9045,56.5463,0.04066,60.8348,0.071269,0.000287,
3.18538,0.018309,2.78019,1.66214,5.4491,0.998721,52.9642,58.6889,0.039461,16.8832,0.078608,0.000286,
3.07261,0.028294,2.37387,1.64561,5.34275,0.921853,13.1448,56.2632,0.039711,69.771,0.107519,0.000318,
3.94096,0.019963,1.53247,1.8897,5.55269,0.976287,11.1761,15.6573,0.072854,25.9441,0.078703,0.000319,
3.18071,0.017154,1.32877,1.63123,5.44058,0.71869,21.028,13.2266,0.041645,68.7528,0.072949,0.000443,
3.02307,0.022818,2.48924,1.62638,4.03412,0.749875,13.1144,24.2705,0.039265,57.5541,0.166198,0.000254,
4.13007,0.023159,1.97387,1.91747,5.59753,0.943358,11.0457,16.0364,0.089218,60.0687,0.090867,0.000571,
3.15453,0.017899,1.32166,1.60782,3.36231,0.714234,59.5743,13.0846,0.043287,68.9642,0.075224,0.000293,
2.95099,0.016871,1.38544,1.64112,3.38097,0.729312,59.1734,61.6915,0.043059,59.8785,0.077399,0.000303,
3.12098,0.01736,1.42957,1.60244,3.25322,0.729981,57.7542,61.3362,0.039681,20.0053,0.077541,0.00027,
3.12344,0.017752,1.35758,1.1756,3.27072,0.772102,11.5104,59.8877,0.039939,62.5576,0.07612,0.000291,
3.00684,0.021241,1.7525,1.08445,3.28794,0.763168,11.17,14.0295,0.039274,60.3421,0.07859,0.000252,
3.36705,0.021595,1.34419,1.09819,3.26037,0.697602,15.8675,13.2153,0.041172,62.3784,0.075904,0.000348,
3.30962,0.020391,1.71498,1.09959,3.27392,0.921514,56.9737,18.5088,0.039107,59.8764,0.098207,0.000282,
3.1401,0.022279,1.70878,1.10803,3.26064,0.848016,20.5027,59.5349,0.042699,20.3509,0.082918,0.000295,
3.26889,0.018009,1.39763,1.06169,3.42718,0.768535,59.6395,22.6748,0.039822,16.995,0.089576,0.000328,
3.10757,0.017564,1.4345,1.37061,5.32969,0.771601,56.6474,61.8481,0.048678,27.8503,0.091927,0.000572,
3.09632,0.019765,1.64722,1.07208,4.78165,0.763258,65.8248,59.0619,0.039631,21.2886,0.078326,0.00025,
3.10137,0.019861,1.50917,1.62261,6.78689,0.753254,63.3524,68.0909,0.041928,16.8321,0.091494,0.000726,
3.22687,0.018236,1.40981,1.73978,5.62015,0.780603,21.2022,65.5474,0.041683,65.0998,0.078096,0.000255,
3.30664,0.021876,1.55184,1.21918,3.29561,0.891177,11.2415,23.6483,0.040169,64.9453,0.090772,0.000279,
3.38021,0.017013,1.32249,1.25952,3.38616,0.733029,54.9611,13.3006,0.039978,63.4822,0.073953,0.000279,
3.13273,0.018509,1.35119,1.65559,5.28243,0.742054,61.9284,57.0584,0.039773,17.5749,0.074178,0.000297,
3.08774,0.025397,2.00861,1.83932,5.45161,0.985678,20.4959,64.926,0.039776,17.1436,0.097874,0.000237,
3.949,0.017097,1.39648,1.21128,3.31385,0.769823,54.5071,22.6661,0.068868,22.3193,0.074253,0.000419,
3.08936,0.018497,1.45776,1.13006,3.28152,0.816035,54.4035,56.7846,0.039656,63.2626,0.083125,0.000294,
3.18608,0.023462,1.58944,1.47426,3.44016,0.811123,65.4308,56.8071,0.039502,26.5571,0.078196,0.000258,
3.40386,0.018738,1.47918,1.14663,3.38745,0.852864,54.978,67.7655,0.038831,65.6739,0.077242,0.000248,
3.85505,0.02082,1.70554,1.32019,3.473,0.827769,11.0676,57.5162,0.039184,62.6865,0.08097,0.000266,
3.32075,0.026217,2.24669,1.11719,3.36254,0.741493,15.5772,14.0591,0.040542,71.7129,0.113667,0.000494,
3.35806,0.02628,2.20532,1.07994,3.35347,1.13397,25.2562,18.9196,0.040564,69.3466,0.102195,0.000305,
3.97536,0.017071,1.45953,1.16965,3.33353,0.827049,54.164,27.5456,0.069352,27.5012,0.073311,0.000375,
3.13682,0.024233,1.65371,1.2589,3.43722,0.860249,54.8445,56.6826,0.039474,17.221,0.093244,0.00024,
3.24259,0.016453,1.34292,1.09803,3.48086,0.781301,11.7481,56.973,0.039593,60.6687,0.075858,0.000275,
3.19595,0.023228,1.4384,1.14302,3.3159,0.829658,27.6849,14.019,0.040101,68.5504,0.081801,0.000265,
3.70202,0.02679,2.23107,1.04008,3.3175,1.20532,13.145,31.125,0.0396,27.2349,0.096245,0.000275,
4.02582,0.019549,1.55392,1.17155,3.5911,0.854008,53.9678,15.5574,0.069861,60.3813,0.077261,0.000291,
3.17302,0.016397,1.29381,1.02508,3.37105,0.756174,57.2258,56.021,0.040347,60.5733,0.074033,0.000278,
3.20065,0.017133,1.31022,1.11675,3.49328,0.738725,66.8229,59.2778,0.039254,71.7008,0.075806,0.000268,
3.1729,0.018705,1.36415,1.05619,3.44578,0.769629,54.3179,68.9604,0.055207,61.9808,0.077374,0.000266,
3.39035,0.016924,1.32886,1.25868,3.47624,0.727918,11.9918,56.3783,0.039257,18.0936,0.073674,0.000257,
3.14866,0.020367,1.53619,1.12518,3.35671,0.87524,55.1446,14.406,0.038783,23.0671,0.078115,0.000258,
3.24538,0.020184,1.81358,1.21329,3.50121,0.852669,53.9859,57.8142,0.03978,32.1569,0.077863,0.000354,
3.18847,0.023697,2.41609,1.22059,3.87157,4.24718,62.7052,60.6545,0.040076,60.3458,0.081461,0.000596,
4.12659,0.0186,2.00117,1.34676,3.75569,0.841423,11.2025,65.5524,0.07605,60.844,0.078848,0.000616,
3.2021,0.01781,1.86601,1.20202,3.44823,0.777303,55.8686,13.8493,0.039792,17.7679,0.078017,0.000302,
3.25809,0.016332,1.93368,1.26645,3.42401,0.745465,61.5224,58.5506,0.039596,35.4379,0.079147,0.000294,
3.35351,0.026466,2.85084,1.19069,3.44254,1.04059,58.4155,65.4179,0.038964,20.2695,0.089349,0.000268,
4.00759,0.016793,1.87429,1.20605,3.40732,0.739835,55.5478,61.0331,0.070814,59.7605,0.078606,0.000361,
3.13962,0.017899,1.96495,1.11223,3.41593,0.784988,57.5478,58.3008,0.039372,62.9566,0.081058,0.000306,
3.09381,0.022932,1.99772,1.23771,3.57331,0.807853,54.2252,60.3574,0.039202,72.6531,0.08213,0.000265,
3.18533,0.022752,2.1076,1.42683,3.79214,0.853507,52.4391,57.1892,0.043378,60.2991,0.083358,0.000293,
3.28812,0.021914,2.83852,1.45437,3.47695,0.815414,16.17,56.0981,0.042565,18.0535,0.083751,0.000345,
3.8128,0.026742,2.72018,1.14094,3.47839,1.02114,59.2216,19.9158,0.046769,61.6938,0.107559,0.000359,
4.05858,0.017178,1.73114,1.55934,3.84479,0.667029,12.497,61.6223,0.07575,64.4446,0.078117,0.000351,
3.09114,0.018121,1.92811,1.16259,3.27485,0.755235,65.5706,15.183,0.039116,70.8504,0.082716,0.000244,
3.1505,0.01634,1.78444,1.24878,4.026,0.692448,57.0368,68.0501,0.04044,17.5906,0.072099,0.000293,
3.04746,0.017636,1.83784,1.642,3.39255,0.697192,11.5221,59.5744,0.039213,62.3617,0.077151,0.000272,
3.07766,0.020023,2.42664,1.1497,3.35008,0.904016,12.4446,14.8561,0.038908,69.3193,0.086712,0.000252,
3.42787,0.01744,1.83891,1.13305,3.47671,0.72549,21.778,15.0117,0.040382,65.7297,0.073493,0.000379,
3.1921,0.017568,1.88559,1.1023,3.26307,0.712046,56.4414,24.378,0.039751,61.9694,0.075197,0.000343,
3.18174,0.017063,1.76148,1.10822,3.21165,0.752028,11.6893,58.9586,0.039085,63.9793,0.077772,0.000295,
3.09,0.029446,3.29475,1.12045,3.31906,0.860461,16.8775,15.8489,0.039636,60.9308,0.104388,0.00027,
4.08653,0.029399,2.91528,1.11303,3.42416,0.993042,55.6674,20.7917,0.07024,60.0206,0.098408,0.000373,
4.01693,0.017841,2.12228,1.16731,3.37532,0.767295,64.1623,58.5608,0.070449,24.4789,0.081931,0.000316,
3.26826,0.027317,2.87511,1.10369,3.44485,1.08681,57.1947,68.1291,0.041263,66.3086,0.100084,0.000304,
4.07827,0.017589,1.78876,1.20363,3.54138,0.77791,11.3881,59.7644,0.068814,18.7447,0.075606,0.000264,
3.14678,0.021044,2.01689,1.16712,3.55388,0.787162,57.2922,14.1962,0.039878,71.7451,0.081268,0.000305,
3.2049,0.019347,2.0166,1.19178,3.45356,0.66995,65.2797,59.9827,0.040252,63.1178,0.085793,0.000304,
3.33254,0.018613,2.28166,1.28474,3.5061,0.839564,55.6967,68.4052,0.04017,18.4456,0.084903,0.000309,
3.19457,0.023956,2.27334,1.44529,3.5785,0.733874,55.3904,58.7071,0.039595,19.0553,0.079604,0.000295,
3.36273,0.017493,1.84053,1.14994,3.37712,0.65143,64.542,57.8856,0.041406,28.0894,0.081356,0.000416,
3.40199,0.021597,2.27563,1.61986,5.2857,0.80617,55.1743,67.6278,0.040419,62.6691,0.080359,0.000267,
3.44513,0.018734,2.07149,1.85167,5.41298,0.751849,55.479,58.0023,0.041328,19.4974,0.079175,0.000335,
3.32497,0.021427,1.96243,1.7029,5.4326,0.734329,54.9712,58.1798,0.039871,25.6632,0.081389,0.000279,
3.25365,0.018945,1.9473,1.60062,5.90501,0.732898,56.6112,57.6566,0.039867,63.2904,0.082786,0.000254,
3.23238,0.017839,1.98784,1.24689,3.36837,0.767949,56.8565,59.3713,0.043783,71.9912,0.082055,0.000262,
3.27057,0.023761,1.91305,1.40405,3.48587,0.752256,11.3419,59.5259,0.040126,64.5038,0.09405,0.000254,
3.17144,0.023161,2.37834,1.16885,3.38177,0.731236,11.6009,14.4553,0.040812,17.8747,0.089059,0.000334,
3.43529,0.020706,3.02764,1.14107,3.36238,0.813552,64.5449,15.4451,0.040159,63.7299,0.087971,0.000301,
3.33667,0.02536,2.4393,1.76117,5.71412,0.779648,63.875,67.7674,0.044326,72.3641,0.116338,0.000323,
4.11778,0.027406,2.82986,1.41469,3.52289,1.00251,59.048,67.7115,0.068892,62.5492,0.110749,0.000685,
4.11094,0.0183,1.92516,1.16975,3.3458,0.723978,12.153,61.7007,0.071671,61.8759,0.076908,0.000317,
